n_data,key_imb,setting,ml,gap_auc,gap_brier,gap_precision,gap_recall
10000,SMOTE,uniform_independent,KNN,10.294799879428407,40.48725329899943,7.028793027770356,36.81462140992167
500,Identity,2_squared,LR,0.30135610246106465,0.12771289760569546,28.124999999999996,43.749999999999986
500,Identity,2_squared,RF,10.045203415369148,18.26143939854596,34.07534246575342,37.49999999999999
500,Identity,2_squared,MLP,0.6027122049221293,0.004609876254104577,28.124999999999996,43.749999999999986
500,Identity,2_squared,KNN,13.134103465595178,16.559580877343993,27.083333333333336,18.750000000000004
500,SMOTE,2_squared,LR,0.35158211953792073,27.951689119560275,5.405405405405396,0.0
500,SMOTE,2_squared,RF,12.581617277749862,37.05164563330269,41.497093023255815,43.749999999999986
500,SMOTE,2_squared,MLP,0.35158211953792073,28.468328491931516,28.124999999999996,43.749999999999986
500,SMOTE,2_squared,KNN,13.787041687594165,39.50284249656953,29.687499999999993,43.75000000000001
1000,Identity,2_squared,LR,0.45701581027668703,1.1381817193169244,1.8733850129198917,2.0833333333333375
1000,Identity,2_squared,RF,10.023468379446644,22.794905194878588,18.763102725366878,4.166666666666662
1000,Identity,2_squared,MLP,0.4817193675889507,1.063366234001475,1.8733850129198917,2.0833333333333375
1000,Identity,2_squared,KNN,10.647233201581031,23.03586858834363,18.15181518151815,33.33333333333333
1000,SMOTE,2_squared,LR,0.45701581027668703,29.382893383059315,1.8733850129198917,2.0833333333333375
1000,SMOTE,2_squared,RF,12.864377470355745,40.35310199988244,19.827586206896548,6.249999999999999
1000,SMOTE,2_squared,MLP,0.49407114624507487,29.68059320459779,1.8733850129198917,2.0833333333333375
1000,SMOTE,2_squared,KNN,16.12524703557311,44.45348886805795,25.91911764705883,18.749999999999996
5000,Identity,2_squared,LR,0.16744358635406095,0.1117576107335615,1.5579225113012467,3.8647342995169156
5000,Identity,2_squared,RF,9.378928082747725,15.623672337094046,22.304526748971195,11.11111111111111
5000,Identity,2_squared,MLP,0.10250701546882367,0.31188477699987666,1.2843171909979971,2.8985507246376905
5000,Identity,2_squared,KNN,10.624782578445684,16.133571889297528,15.586525773982837,20.772946859903378
5000,SMOTE,2_squared,LR,0.08534520744916496,27.089008370885328,2.5364719893201135,3.8647342995169156
5000,SMOTE,2_squared,RF,12.405899951297558,33.692175960775295,23.879776678527005,7.729468599033815
5000,SMOTE,2_squared,MLP,0.11688582759342712,27.758497969677396,0.033281897673293814,1.4492753623188452
5000,SMOTE,2_squared,KNN,13.723648507618448,41.145418087024744,21.279043018173454,15.942028985507237
10000,Identity,2_squared,LR,0.09245165622043075,0.13324085015724216,1.0512264308359722,1.9522776572668112
10000,Identity,2_squared,RF,8.596949446871944,15.992926194011293,14.621343948892761,1.7353579175704927
10000,Identity,2_squared,MLP,0.009374058932343918,0.08740856755579304,0.5838725531859899,0.4338394793926232
10000,Identity,2_squared,KNN,12.248028225291435,19.376622912941475,8.591233534095176,31.019522776572664
10000,SMOTE,2_squared,LR,0.04230044093228699,26.18873314714744,1.2447692642230976,2.16919739696313
10000,SMOTE,2_squared,RF,8.744766638661686,30.970338478005747,16.04220763963735,1.3015184381778695
10000,SMOTE,2_squared,MLP,0.0290595826903267,27.33368562103126,1.0928054642138338,0.8676789587852464
10000,SMOTE,2_squared,KNN,13.213673471061702,40.45657619360005,12.576682349127552,27.9826464208243
500,Identity,normal_copula,LR,1.0602409638554045,2.1206667630539267,20.138888888888893,43.75000000000001
500,Identity,normal_copula,RF,18.578313253012055,16.19977302302141,19.407894736842106,12.499999999999995
500,Identity,normal_copula,MLP,0.43373493975901556,2.2777736628273515,19.79166666666667,37.49999999999999
500,Identity,normal_copula,KNN,26.746987951807245,25.34138047284389,9.375000000000004,81.25000000000001
500,SMOTE,normal_copula,LR,0.5783132530120306,30.186876162860937,21.106557377049178,37.49999999999999
500,SMOTE,normal_copula,RF,15.084337349397602,34.81048498735458,15.865384615384608,6.249999999999993
500,SMOTE,normal_copula,MLP,1.8313253012048234,29.675040284648347,9.375000000000004,12.499999999999995
500,SMOTE,normal_copula,KNN,18.313253012048218,45.1712521747219,19.318181818181813,62.50000000000001
1000,Identity,normal_copula,LR,0.2673116089613025,0.21653998980490188,5.5250514756348545,12.765957446808505
1000,Identity,normal_copula,RF,12.773676171079442,13.814801764163123,15.10289501220788,53.19148936170213
1000,Identity,normal_copula,MLP,0.3309572301425707,0.41244841741196375,2.4134645919339355,8.51063829787234
1000,Identity,normal_copula,KNN,22.333248472505094,22.04712462350016,2.127659574468081,82.9787234042553
1000,SMOTE,normal_copula,LR,0.2927698574338068,30.754656524097875,6.382978723404243,12.765957446808505
1000,SMOTE,normal_copula,RF,15.605906313645622,34.19648107626523,1.0638297872340317,59.57446808510638
1000,SMOTE,normal_copula,MLP,0.44551934826883255,30.856616450100226,4.6808510638297856,12.765957446808505
1000,SMOTE,normal_copula,KNN,23.2051934826884,47.12412288428602,19.43813261722785,44.68085106382979
5000,Identity,normal_copula,LR,0.08474524603555912,0.1554504620025281,1.1934263727664,2.205882352941188
5000,Identity,normal_copula,RF,12.333481688320404,13.072367499528765,5.882352941176471,47.05882352941177
5000,Identity,normal_copula,MLP,0.1487614390840144,0.05303093358678883,0.6928406466512685,0.0
5000,Identity,normal_copula,KNN,17.001176678596046,18.181820391204468,9.831154684095862,72.79411764705883
5000,SMOTE,normal_copula,LR,0.09937751873233155,35.18243494229195,0.0,0.0
5000,SMOTE,normal_copula,RF,14.278659439949765,38.27899091352337,14.090734332948873,39.705882352941174
5000,SMOTE,normal_copula,MLP,0.3475164765487431,34.961872861552834,0.7533080047163698,2.205882352941188
5000,SMOTE,normal_copula,KNN,16.054651538522496,47.69262970110471,25.15192027224113,16.91176470588235
10000,Identity,normal_copula,LR,0.03446779526955375,0.008097039381914103,3.7283385835724485,6.006006006006001
10000,Identity,normal_copula,RF,8.274536675931326,12.129875078967423,9.108122901226341,6.906906906906901
10000,Identity,normal_copula,MLP,0.00878860118428696,0.05368732941275259,0.09223509223509631,1.2012012012012
10000,Identity,normal_copula,KNN,10.89031276434465,14.165363301627119,4.192226414448632,32.13213213213213
10000,SMOTE,normal_copula,LR,0.0400979929031984,32.53805605566671,3.843977757021242,6.006006006006001
10000,SMOTE,normal_copula,RF,9.583351642919142,33.6643777488015,17.927629692335575,8.408408408408418
10000,SMOTE,normal_copula,MLP,0.0039823349116328965,30.34694916123865,2.299174174174178,4.204204204204201
10000,SMOTE,normal_copula,KNN,13.584705636789087,43.88375926899489,16.330387895883103,20.72072072072072
500,Identity,t_copula,LR,0.3647733194371974,3.106740737547452,1.4705882352941186,0.0
500,Identity,t_copula,RF,5.289213131839471,9.716028625392743,15.400202634245188,19.047619047619047
500,Identity,t_copula,MLP,0.41688379364251127,3.04886345423705,0.2976190476190529,4.761904761904759
500,Identity,t_copula,KNN,12.42834809796768,15.879952520951633,8.843537414965997,52.38095238095238
500,SMOTE,t_copula,LR,1.3572606648101187e-14,39.6279679523734,0.0,0.0
500,SMOTE,t_copula,RF,12.324127149557052,39.37752013171024,4.178814382896002,23.809523809523807
500,SMOTE,t_copula,MLP,0.4689942678478252,38.426481539674676,2.918586789554523,4.761904761904759
500,SMOTE,t_copula,KNN,10.34392912975507,50.12253729318206,20.23809523809524,66.66666666666666
1000,Identity,t_copula,LR,0.461446859184278,0.7913077123291633,7.362318840579711,13.333333333333337
1000,Identity,t_copula,RF,5.827627270020859,14.059230960307724,6.93069306930694,0.0
1000,Identity,t_copula,MLP,0.640071449836263,0.7366540822396188,0.0,0.0
1000,Identity,t_copula,KNN,12.533492110747243,20.574299554419717,21.666666666666668,46.666666666666664
1000,SMOTE,t_copula,LR,0.059541530217308,37.31845533030427,0.0,0.0
1000,SMOTE,t_copula,RF,9.995534385233714,38.06768209242599,2.612612612612621,23.333333333333336
1000,SMOTE,t_copula,MLP,0.22328073831495454,35.4529496659916,12.79999999999999,9.999999999999998
1000,SMOTE,t_copula,KNN,9.526644834772254,42.58251833357913,14.545454545454557,19.999999999999996
5000,Identity,t_copula,LR,0.16475958704296634,0.21134412638990227,0.9432094320943066,1.9512195121951268
5000,Identity,t_copula,RF,10.843649701971593,13.901771328235146,10.50393850242005,17.560975609756095
5000,Identity,t_copula,MLP,0.16022491950964984,0.11837130993012929,0.0,0.0
5000,Identity,t_copula,KNN,11.5157882007951,14.632070254839356,1.864432141253922,40.48780487804878
5000,SMOTE,t_copula,LR,0.10026653768058057,28.337921704490928,2.461281647036995,3.4146341463414576
5000,SMOTE,t_copula,RF,12.48368779317887,32.05537158035499,19.04541631623213,0.9756097560975634
5000,SMOTE,t_copula,MLP,0.13049765456921036,27.916699215138173,1.6329290834497943,1.463414634146345
5000,SMOTE,t_copula,KNN,14.875976842964473,39.432905992483796,3.7213760783896137,60.48780487804878
10000,Identity,t_copula,LR,0.01872108956741958,0.15289555605827093,1.986087536372446,1.8229166666666747
10000,Identity,t_copula,RF,10.734659757197862,15.431755554111996,19.859730113636363,7.8124999999999964
10000,Identity,t_copula,MLP,0.010660620448098557,0.16851635134058007,2.4830957602339194,1.8229166666666747
10000,Identity,t_copula,KNN,12.968254752426592,17.82152706988357,6.964045698924734,72.13541666666667
10000,SMOTE,t_copula,LR,0.0011700680979535795,31.60221450949602,1.565479027645376,0.520833333333342
10000,SMOTE,t_copula,RF,13.175486813332546,36.268355149310864,19.908678209459456,11.45833333333333
10000,SMOTE,t_copula,MLP,0.06331368485648181,29.330518943996204,1.2758436311787051,0.520833333333342
10000,SMOTE,t_copula,KNN,15.857022878731545,45.56819852915705,21.030786055143157,30.46875000000001
500,Identity,5_non_linear,LR,1.1789181692094262,0.17848480020556723,4.494382022471911,0.0
500,Identity,5_non_linear,RF,22.36477115117891,20.179061720180226,18.269230769230766,50.0
500,Identity,5_non_linear,MLP,0.9708737864077555,0.4165011549533942,2.2988505747126435,0.0
500,Identity,5_non_linear,KNN,24.13314840499307,24.593338825050424,64.58333333333334,90.0
500,SMOTE,5_non_linear,LR,2.288488210818307,41.78972485998679,0.6578947368421011,9.999999999999991
500,SMOTE,5_non_linear,RF,20.284327323162255,42.34378535592924,14.09574468085107,4.999999999999996
500,SMOTE,5_non_linear,MLP,8.945908460471575,41.29907382794321,4.494382022471911,0.0
500,SMOTE,5_non_linear,KNN,23.647711511789172,52.02147602165295,29.166666666666668,45.0
1000,Identity,5_non_linear,LR,1.3418079096045306,0.33589076596377915,1.8137254901960727,3.333333333333347
1000,Identity,5_non_linear,RF,2.6836158192090434,1.389136483612447,3.360881542699724,6.666666666666662
1000,Identity,5_non_linear,MLP,0.17655367231637764,0.73143800193314,0.7407407407407497,0.0
1000,Identity,5_non_linear,KNN,7.274011299435038,2.463212959578375,38.06060606060605,43.33333333333333
1000,SMOTE,5_non_linear,LR,1.3241525423728944,40.16956401176835,3.3333333333333304,3.333333333333347
1000,SMOTE,5_non_linear,RF,0.42372881355935255,24.74649641297525,9.448123620309048,23.333333333333346
1000,SMOTE,5_non_linear,MLP,1.959745762711861,39.82359976413289,3.3528265107212563,23.333333333333346
1000,SMOTE,5_non_linear,KNN,8.121468926553675,41.348739978342486,19.40594059405941,9.999999999999991
5000,Identity,5_non_linear,LR,0.11237350220400923,0.003585291415079025,0.719953128568735,0.5988023952095781
5000,Identity,5_non_linear,RF,10.732290308561492,8.653875036922392,14.71484616972951,1.1976047904191562
5000,Identity,5_non_linear,MLP,0.1098901098901155,0.0407277498978866,4.831324069129277,9.580838323353298
5000,Identity,5_non_linear,KNN,11.913453777860571,14.622050408956733,6.518608352914416,86.22754491017965
5000,SMOTE,5_non_linear,LR,0.05277208667038037,38.2243811963767,0.6589785831960445,0.0
5000,SMOTE,5_non_linear,RF,12.110883466815677,27.651144912949004,2.6946107784431224,40.11976047904192
5000,SMOTE,5_non_linear,MLP,2.348668280871672,38.610564155399,1.926163723916538,0.0
5000,SMOTE,5_non_linear,KNN,13.255106475445482,48.58919619016562,15.68166272665091,31.137724550898206
10000,Identity,5_non_linear,LR,0.27918203617818627,0.08319470997239094,7.561287897475658,20.98765432098764
10000,Identity,5_non_linear,RF,5.36511948674797,5.39581573260831,15.085835561027737,17.695473251028787
10000,Identity,5_non_linear,MLP,0.2043644140182552,0.05228974438270427,4.388560800622271,12.757201646090524
10000,Identity,5_non_linear,KNN,11.559164446919036,15.144188041297907,14.687054520024732,34.979423868312765
10000,SMOTE,5_non_linear,LR,0.36206667468094317,36.64712144860945,6.604150765092853,18.518518518518505
10000,SMOTE,5_non_linear,RF,8.000819355777578,25.960962741091112,22.30084061201392,38.271604938271594
10000,SMOTE,5_non_linear,MLP,0.9862322921082501,37.299216586844125,5.5351530621103935,11.522633744855968
10000,SMOTE,5_non_linear,KNN,13.411731023530388,48.872578462677424,20.457409228304016,44.0329218106996
